"SeqNum","MOSTYP","MRELGE","MSKA","MOSHOO","MSKB1","MOPLHO","MAANTH","MGODRK","MGEMOM","MFALLE","MSKB2","MAUT0","MAUT1","MGEMLE","MAUT2","MGODPR","MINKGE","MSKC","MHHUUR","MFWEKI","PWAPAR","PPERSA","PAANHA","AMOTSC","APERSA","AWAPAR","Resp"
4301,7,2,2,6,0,5,4,4,2,2,3,0,2,1,7,6,8,1,0,3,0,0,0,0,0,1,0
4302,22,4,2,10,2,4,2,0,7,1,0,0,4,4,2,7,6,3,0,4,0,0,0,0,0,0,0
4303,7,1,3,6,1,4,5,3,1,1,3,0,4,1,8,4,8,1,0,3,0,0,0,0,0,1,0
4304,17,3,3,9,0,2,0,3,6,0,8,0,1,6,3,6,9,0,1,3,0,4,0,0,0,1,0
4305,16,3,4,8,1,5,2,5,3,2,5,1,5,3,4,7,5,4,1,1,0,0,0,0,0,1,0
4306,18,3,2,9,0,7,0,4,5,0,7,0,2,4,2,5,9,0,0,6,0,0,0,0,0,0,0
4307,11,2,4,7,0,5,2,5,3,0,8,0,2,4,9,8,7,2,0,1,0,0,0,0,1,0,0
4309,33,3,3,3,1,5,1,4,5,2,3,1,3,3,3,6,5,4,2,7,0,0,0,0,0,0,0
4310,17,2,4,9,0,2,0,7,2,0,9,0,0,6,3,9,9,0,0,3,0,0,0,0,1,0,0
4311,17,3,3,9,0,3,0,4,5,0,9,0,0,5,5,5,9,0,0,3,0,0,0,0,1,0,0
4313,20,2,4,9,2,4,2,4,3,1,4,0,3,1,2,5,5,4,0,3,0,0,0,0,0,0,1
4314,33,2,4,3,2,2,0,7,2,3,1,0,8,1,8,5,6,3,4,8,0,0,0,0,0,0,0
4315,7,2,1,6,0,5,3,5,2,0,4,0,4,2,9,5,9,0,0,3,0,0,0,0,0,1,0
4316,20,3,4,9,4,3,3,4,3,0,2,2,4,0,2,6,3,6,0,3,0,0,0,0,0,1,0
4317,28,3,3,2,0,6,1,4,4,3,5,1,4,2,3,7,7,2,0,6,0,0,0,1,0,0,0
4318,37,4,2,4,0,2,0,0,9,0,6,0,7,0,0,9,9,0,2,7,0,0,0,0,0,0,0
4319,8,2,3,6,1,5,4,2,3,1,5,1,2,3,5,5,8,1,0,2,0,0,0,0,1,0,0
4320,22,3,4,10,0,7,4,2,4,0,8,0,1,3,8,3,8,1,1,4,0,0,0,0,0,0,0
4321,33,3,3,3,2,6,0,3,6,5,2,0,5,0,0,7,2,7,4,7,0,0,0,0,0,0,0
4322,38,3,3,4,0,6,3,2,5,5,1,0,0,1,0,9,4,5,0,6,0,0,0,0,0,0,0
4323,20,3,4,9,0,9,0,6,3,0,3,0,4,0,4,9,6,4,0,3,0,0,0,0,0,1,0
4324,30,3,3,2,1,4,2,4,4,1,5,0,6,1,6,5,7,2,1,3,0,0,0,0,1,1,1
4325,18,3,3,9,0,2,0,2,7,0,5,0,0,9,9,5,9,0,0,6,0,0,0,0,0,1,0
4326,16,3,3,8,1,4,2,3,4,1,5,1,2,3,4,6,7,2,1,1,0,0,3,0,0,1,0
4328,38,3,4,4,0,2,4,0,5,4,5,0,4,1,9,7,6,3,0,6,0,0,0,0,0,0,0
4329,33,3,2,3,0,7,0,6,3,2,0,0,7,0,0,7,7,2,0,7,0,0,0,0,0,0,0
4330,24,3,4,1,0,7,2,2,5,0,5,5,1,0,0,3,2,7,0,3,0,0,0,0,0,0,0
4331,15,2,3,8,1,4,3,2,5,0,6,0,2,3,9,5,8,1,0,1,0,0,0,0,0,0,0
4332,19,2,4,9,0,4,3,4,3,2,3,1,4,1,5,6,5,4,1,5,0,0,0,0,0,0,0
4333,29,2,4,2,0,7,1,7,2,3,2,0,4,3,7,7,7,2,1,6,0,0,0,0,0,1,0
4334,28,1,4,2,1,5,6,3,1,3,5,1,2,2,5,4,4,5,0,6,0,0,0,0,0,3,0
4335,18,4,3,9,0,4,0,4,5,0,5,0,3,3,5,6,8,1,5,6,0,0,0,0,0,1,0
4336,21,2,4,9,0,5,2,4,3,1,6,1,4,3,4,4,7,2,1,4,0,0,0,0,0,1,0
4337,7,3,2,6,2,2,2,2,6,0,4,0,4,3,2,5,8,1,0,3,0,0,0,0,0,0,0
4339,8,2,2,6,2,3,5,3,2,4,2,0,6,0,9,2,5,4,0,2,0,0,0,0,0,1,0
4340,37,4,2,4,0,7,0,0,8,2,4,0,2,5,4,9,7,2,0,7,0,0,0,0,1,0,0
4341,36,2,3,4,1,3,4,2,3,1,6,1,3,3,7,6,8,1,0,6,0,0,0,0,0,1,0
4342,34,3,3,4,1,4,2,3,5,2,4,0,4,3,5,6,6,3,0,4,0,3,0,0,0,1,0
4343,22,2,3,10,0,3,4,1,5,0,9,0,4,0,9,6,9,0,0,4,0,0,0,0,0,0,0
4344,8,2,3,6,1,5,4,2,3,1,5,1,2,3,5,5,8,1,0,2,0,0,0,0,0,1,1
4345,38,2,2,4,0,4,4,3,2,1,2,0,4,2,7,7,9,0,1,7,0,0,0,0,0,1,0
4346,35,3,3,4,0,4,0,0,9,0,0,0,3,3,5,7,8,1,1,8,0,0,0,0,0,1,0
4347,36,2,3,4,0,6,1,8,1,5,0,0,1,4,9,8,4,5,0,6,0,0,0,0,0,0,0
4348,7,2,2,6,0,2,2,6,2,0,5,0,4,2,6,5,9,0,0,3,0,0,0,0,0,1,0
4349,19,4,3,9,1,4,0,0,9,0,9,0,0,5,9,6,7,2,0,5,0,3,0,0,0,0,0
4351,31,4,3,3,1,4,0,3,6,4,3,0,9,0,0,6,5,4,2,8,0,4,0,0,0,0,0
4352,17,2,2,9,0,3,3,4,3,0,5,0,5,4,7,9,9,0,0,3,0,0,0,0,0,0,0
4353,20,2,5,9,1,4,5,3,2,2,6,0,3,2,8,2,5,4,0,3,0,0,0,0,0,1,0
4355,15,2,3,8,0,6,3,4,3,0,6,0,2,4,9,5,5,4,0,1,0,0,0,0,0,0,0
4356,33,3,3,3,2,5,0,2,7,4,2,0,5,2,0,9,4,5,0,7,0,0,0,0,1,1,0
4357,37,3,2,4,0,4,0,2,7,3,4,0,3,3,9,9,6,3,2,7,0,0,0,0,0,1,0
4359,8,2,2,6,3,4,4,3,2,1,5,0,3,1,8,7,6,3,1,2,0,0,0,0,0,1,0
4360,17,3,3,9,1,6,1,4,4,2,5,0,3,2,4,6,7,2,0,3,0,0,0,0,0,1,0
4361,16,2,4,8,2,4,3,5,2,1,4,1,2,2,5,6,6,3,2,1,0,0,0,0,0,1,0
4362,14,2,4,8,1,4,0,5,4,0,7,0,0,0,5,5,7,2,2,2,0,0,0,0,0,0,0
4363,17,3,2,9,0,5,1,2,6,1,7,1,2,5,1,8,8,1,0,3,0,0,0,0,0,0,1
4364,18,3,2,9,0,7,0,4,5,0,7,0,2,4,2,5,9,0,0,6,0,0,0,0,0,0,0
4365,17,4,3,9,2,5,0,3,6,2,3,0,4,2,0,5,7,2,0,3,0,0,0,0,0,1,1
4366,17,3,3,9,0,6,2,3,5,1,6,1,4,2,2,7,7,2,0,3,0,0,0,0,0,0,0
4367,16,3,3,8,0,7,0,4,5,0,9,0,2,7,9,7,9,0,2,1,0,0,0,0,0,1,0
4368,34,2,4,4,0,4,2,5,3,0,5,0,4,2,9,3,7,2,0,4,0,0,0,0,0,1,0
4369,20,1,4,9,1,5,6,3,1,3,5,1,2,2,5,4,4,5,0,3,0,0,0,0,0,2,0
4370,19,2,3,9,0,4,1,7,2,0,6,2,4,1,7,8,7,2,0,5,0,0,0,0,0,1,0
4371,4,2,3,6,1,4,2,4,3,1,6,0,3,2,9,7,8,1,1,2,0,0,0,0,0,0,0
4372,26,2,4,2,0,5,5,2,3,5,3,0,2,0,0,6,5,4,5,8,0,0,0,0,0,1,0
4373,7,2,2,6,0,5,2,7,0,0,5,0,7,2,0,5,9,0,0,3,0,0,0,0,0,1,0
4374,28,2,3,2,3,3,0,7,2,4,3,0,1,1,0,9,4,5,0,6,0,0,0,0,0,0,0
4376,23,3,3,10,1,4,2,3,5,1,6,0,3,3,8,6,8,1,1,5,0,0,0,0,0,1,0
4377,26,2,4,2,4,5,3,4,3,3,3,0,1,1,0,5,0,9,3,8,0,0,0,0,0,0,0
4378,38,3,2,4,1,2,1,4,5,4,1,0,5,2,7,7,5,4,1,6,0,0,0,0,0,1,0
4379,8,3,2,6,1,4,1,3,6,1,7,0,2,5,8,5,7,2,1,2,0,0,0,0,0,0,0
4380,17,2,4,9,0,5,0,6,3,7,2,0,0,0,0,9,2,7,2,3,0,0,0,0,0,0,0
4381,31,4,3,3,0,4,1,2,6,2,2,1,4,2,0,7,6,4,1,8,0,0,0,0,0,0,0
4383,28,2,4,2,2,7,2,6,2,0,5,0,5,0,0,6,6,3,2,6,0,0,0,0,0,0,0
4384,36,2,3,4,8,0,3,4,3,3,4,0,4,2,2,5,6,3,1,7,0,0,0,0,0,1,0
4385,7,1,2,6,1,4,5,3,1,1,4,0,2,2,7,6,7,2,1,3,0,0,0,0,0,1,0
4386,33,3,3,3,0,5,1,5,4,3,2,0,2,2,2,5,4,5,5,7,0,0,0,0,0,0,0
4387,34,3,3,4,1,3,0,3,6,2,4,0,4,1,9,6,7,2,0,5,0,0,0,0,0,1,0
4388,8,2,5,6,1,5,5,3,2,1,7,1,3,3,8,3,8,1,0,2,0,0,0,0,0,0,0
4389,28,2,4,2,0,2,5,3,2,4,2,0,0,2,0,9,2,7,0,6,0,4,0,0,0,1,0
4390,20,2,3,9,2,3,2,4,4,1,4,0,4,3,5,6,7,2,1,3,0,0,0,0,0,0,0
4391,22,2,1,10,0,2,0,7,2,4,1,0,1,4,7,7,6,3,1,4,0,0,0,0,0,1,0
4392,36,2,4,4,0,7,4,2,4,3,3,2,0,4,1,3,7,2,2,6,0,0,0,0,0,1,0
4393,25,3,3,1,1,7,1,3,6,1,5,2,2,3,1,5,5,4,1,4,0,0,0,0,0,0,0
4394,22,2,2,10,0,3,4,1,5,1,7,0,2,3,9,7,9,0,0,4,0,0,0,0,0,1,0
4395,6,3,3,6,0,5,0,2,7,2,7,0,1,1,4,6,7,2,0,2,0,0,0,0,0,2,0
4396,16,2,3,8,0,5,3,3,3,0,8,0,4,0,9,7,9,0,0,1,0,0,0,0,0,1,0
4397,8,2,5,6,1,5,5,3,2,1,7,1,3,3,8,3,8,1,0,2,0,0,0,0,0,0,0
4398,22,2,3,10,1,5,3,3,4,2,6,1,2,4,4,6,7,2,0,4,0,0,0,0,0,0,0
4399,8,2,1,6,0,3,4,5,1,1,3,0,6,1,9,5,8,1,0,2,0,0,0,0,0,0,0
4400,2,2,3,5,1,2,5,3,1,5,1,1,3,0,7,4,7,2,1,2,0,0,0,0,0,0,0
4402,22,2,3,10,0,6,0,6,3,2,2,0,4,0,6,7,4,5,2,4,0,0,0,0,0,0,0
4403,28,2,4,2,0,4,2,6,2,3,1,0,2,0,6,7,3,6,1,6,0,0,0,0,0,1,0
4404,34,2,3,4,0,6,5,1,4,5,0,0,5,1,9,8,4,5,0,4,0,0,0,0,1,0,0
4405,1,2,2,5,3,1,5,2,2,4,2,0,3,1,7,2,6,3,1,6,0,0,0,0,0,0,0
4406,17,3,2,9,0,4,0,3,6,0,5,0,2,5,0,9,9,0,0,3,0,0,0,0,0,0,0
4407,31,3,3,3,2,2,1,3,5,5,1,0,4,1,1,9,0,9,4,8,0,0,0,0,0,2,0
4408,25,2,3,1,0,9,4,3,3,0,6,2,0,3,0,3,7,2,0,4,0,0,0,1,0,1,0
4409,6,2,2,6,0,7,4,3,2,1,3,0,3,3,8,7,7,2,3,2,0,0,0,0,0,1,0
4410,34,4,3,4,1,3,1,2,7,1,7,0,3,3,8,6,7,2,1,4,0,0,0,0,0,1,0
4411,26,2,5,2,1,5,1,8,1,6,1,0,1,1,1,5,5,4,3,8,0,0,0,0,0,1,0
4412,37,4,2,4,0,2,0,0,9,0,6,0,7,0,0,9,9,0,2,7,0,0,0,0,0,1,0
4413,17,3,3,9,0,7,0,4,5,0,6,0,4,3,4,6,8,1,1,3,0,0,0,0,0,2,0
4414,9,2,4,7,1,5,3,4,3,2,3,0,5,1,7,5,6,3,1,1,0,0,0,0,0,1,0
4415,21,2,2,9,0,4,4,4,2,0,4,0,7,0,7,7,9,0,0,4,0,0,0,0,0,2,0
4416,20,2,3,9,1,4,3,4,3,1,5,0,3,2,5,6,7,2,1,3,0,0,0,0,0,0,0
4417,15,2,4,8,0,4,2,3,4,0,8,0,1,4,8,4,8,1,1,1,0,0,0,0,0,1,0
4418,28,3,3,2,1,6,0,5,4,0,4,0,0,5,0,6,7,2,1,6,0,0,0,0,0,1,1
4419,22,3,2,10,0,6,0,4,5,1,3,0,1,4,5,8,4,5,1,4,0,0,0,0,0,1,0
4420,17,2,3,9,0,9,0,5,4,0,4,0,1,8,1,5,9,0,5,3,0,0,0,0,0,1,0
4421,33,3,3,3,0,3,0,4,5,4,2,0,4,0,5,7,2,7,2,7,0,0,0,0,1,0,0
4422,36,3,3,4,1,4,2,4,4,2,3,1,3,2,1,6,6,3,2,6,0,0,1,0,0,1,1
4423,13,1,3,8,2,1,6,2,2,0,7,0,0,3,8,4,7,2,0,3,0,0,0,0,0,1,0
4424,19,3,3,9,1,7,2,2,5,4,2,0,2,1,1,6,5,4,1,5,0,3,0,0,0,1,1
4425,38,3,3,4,0,3,2,2,6,2,3,0,6,0,6,5,8,1,0,6,0,0,0,0,0,1,0
4427,23,2,2,10,0,6,2,2,5,0,7,1,2,3,6,5,8,1,0,5,0,0,0,0,0,1,0
4428,14,1,5,8,0,7,6,2,2,1,6,0,1,1,8,3,9,0,0,2,0,0,0,0,0,0,0
4429,7,1,3,6,0,5,7,2,1,0,4,0,4,2,9,5,9,0,0,3,0,0,0,0,0,1,0
4430,8,2,3,6,0,6,1,4,4,0,7,0,2,4,9,5,5,4,0,2,0,4,0,0,0,1,0
4431,18,3,2,9,0,7,0,4,5,0,7,0,2,4,2,5,9,0,0,6,0,0,0,0,1,1,0
4432,34,3,3,4,0,4,1,0,8,0,3,0,5,4,6,5,9,0,2,4,0,0,0,0,0,0,0
4433,9,2,3,7,0,4,3,5,2,1,6,0,3,2,6,6,8,1,0,1,0,0,0,0,0,1,0
4434,31,3,2,3,0,3,2,2,5,2,2,0,6,0,0,9,4,5,0,8,0,0,0,0,0,1,0
4435,35,4,2,4,0,5,0,3,6,0,5,0,4,5,3,7,5,4,0,8,0,0,0,0,0,0,0
4437,28,2,4,2,0,4,2,6,2,3,1,0,2,0,6,7,3,6,1,6,0,0,0,0,0,1,0
4438,22,3,3,10,1,5,3,2,4,2,5,0,3,2,5,4,7,2,1,4,0,0,0,0,1,0,0
4439,32,3,3,3,1,5,1,4,4,4,1,0,4,0,7,6,5,4,0,6,0,0,0,0,0,1,0
4440,8,4,2,6,0,5,1,2,6,1,6,0,5,1,7,8,9,0,0,2,0,0,0,0,0,1,0
4441,15,2,2,8,0,4,3,4,2,2,5,0,2,3,9,5,9,0,0,1,0,0,0,0,0,1,0
4442,33,4,3,3,1,4,0,0,9,3,0,0,9,0,0,6,5,4,0,7,0,2,0,0,0,1,0
4443,35,3,2,4,0,6,0,3,6,3,1,0,4,3,1,7,5,4,2,8,0,3,0,0,0,1,0
4444,33,3,3,3,2,6,0,3,6,5,2,0,5,0,0,7,2,7,4,7,0,0,0,0,0,1,1
4445,17,2,4,9,1,4,4,5,1,0,8,0,2,3,3,5,9,0,0,3,0,0,0,0,0,1,0
4446,14,4,4,8,0,2,0,3,6,3,3,4,0,0,0,9,5,4,0,1,0,0,0,0,0,0,0
4447,19,3,3,9,0,4,0,5,4,0,6,2,2,3,2,5,6,3,2,5,0,0,0,0,1,0,0
4448,22,3,3,10,1,5,3,2,4,2,5,0,3,2,5,4,7,2,1,4,0,0,0,0,0,0,0
4449,33,4,3,3,2,5,0,3,6,3,2,0,3,2,1,8,4,5,1,7,0,0,0,0,0,1,0
4450,28,2,4,2,0,3,3,4,3,2,4,3,2,0,7,5,4,5,0,6,0,0,0,0,0,0,0
4451,33,3,3,3,2,6,0,3,6,5,2,0,5,0,0,7,2,7,4,7,0,0,0,0,0,1,0
4452,17,2,3,9,0,7,0,5,4,0,6,0,2,5,0,4,6,3,0,3,0,0,0,0,1,0,0
4453,17,2,4,9,0,2,0,6,3,0,9,0,2,4,9,7,9,0,0,3,0,6,0,0,0,1,0
4454,23,2,4,10,0,7,0,5,4,2,6,2,0,2,0,5,6,3,0,5,0,0,0,0,0,1,0
4455,16,2,4,8,1,3,4,2,4,1,6,1,3,2,2,5,6,3,1,1,0,0,0,0,0,0,0
4456,14,2,4,8,1,4,2,7,1,2,5,0,2,2,7,7,5,4,1,2,0,0,0,0,0,1,0
4457,16,3,3,8,0,6,0,5,4,2,4,0,3,3,2,7,2,7,0,1,0,2,0,0,0,1,0
4458,23,2,2,10,1,4,5,3,1,1,4,0,2,2,7,6,7,2,1,5,0,0,0,0,0,1,1
4459,25,4,2,1,1,5,0,3,6,0,7,2,2,0,2,6,6,3,0,4,0,0,0,0,0,1,0
4460,34,2,3,4,2,3,2,4,4,1,4,0,4,3,8,6,8,1,1,4,0,0,0,0,0,1,0
4461,20,3,3,9,1,4,2,3,5,2,3,1,3,2,4,6,4,5,1,3,0,0,0,0,0,1,0
4463,8,2,2,6,0,4,3,4,2,1,4,0,2,2,8,6,8,1,0,2,0,0,0,0,0,1,0
4464,23,2,4,10,0,4,1,5,3,0,6,0,4,3,6,6,5,4,0,5,0,0,0,0,0,1,0
4465,17,3,3,9,0,4,0,3,6,1,7,0,3,4,5,6,7,2,1,3,0,0,0,0,0,0,0
4466,38,4,3,4,0,4,1,3,6,1,2,0,3,3,1,8,4,5,0,6,0,0,0,0,0,0,0
4467,17,2,4,9,0,4,4,2,4,0,7,0,2,0,7,2,7,2,0,3,0,0,0,0,0,1,0
4468,6,1,4,6,0,7,5,4,1,4,2,0,6,3,9,5,5,4,0,2,0,0,0,0,0,1,0
4469,37,3,2,4,4,1,0,4,5,5,2,0,3,1,0,6,2,7,3,7,0,0,0,0,0,0,0
4470,36,2,3,4,1,5,3,3,4,2,6,1,2,4,4,6,7,2,0,6,0,0,0,0,0,1,0
4471,30,2,4,2,1,5,2,5,2,4,3,0,2,2,1,5,5,4,3,3,0,0,0,0,0,0,0
4472,9,2,4,7,0,5,3,6,1,1,5,0,5,2,7,7,9,0,0,1,0,0,0,0,0,1,0
4473,31,3,3,3,2,4,2,3,4,3,3,0,4,1,3,6,6,3,2,8,0,0,0,0,0,1,0
4474,9,2,3,7,0,5,4,4,3,1,5,0,3,2,6,6,8,1,0,1,0,0,0,0,0,0,0
4475,22,3,3,10,0,4,0,4,5,1,7,0,3,5,4,6,7,2,1,4,0,0,0,0,0,1,0
4476,34,3,3,4,0,5,2,4,3,0,2,0,7,0,9,9,9,0,0,4,0,0,0,0,0,0,0
4477,20,3,2,9,2,5,1,3,5,4,0,0,0,0,0,7,2,7,0,3,0,0,0,0,0,1,0
4478,18,4,2,9,0,7,0,4,5,0,6,0,2,3,2,5,9,0,0,6,0,0,0,0,0,1,0
4479,23,5,3,10,0,6,0,3,6,0,5,0,3,6,3,9,9,0,0,5,0,0,0,0,0,1,0
4480,25,3,3,1,0,7,1,5,3,0,6,2,3,2,3,6,6,3,1,4,0,0,0,0,0,0,0
4483,17,2,4,9,0,7,3,2,4,0,9,0,0,0,5,5,9,0,0,3,0,5,0,0,0,0,0
4484,5,1,2,6,2,2,6,3,1,0,7,0,3,1,9,4,9,0,0,1,0,0,0,0,0,1,0
4485,17,2,3,9,1,4,3,4,3,1,5,0,3,2,5,6,7,2,1,3,0,0,0,0,0,1,0
4486,20,2,4,9,0,5,0,7,2,3,3,0,0,0,0,9,2,7,3,3,0,0,0,0,0,1,0
4487,23,3,2,10,0,5,0,1,8,0,6,0,3,3,9,7,9,0,0,5,0,0,0,0,0,1,0
4488,17,3,3,9,1,5,2,3,5,2,4,2,2,2,3,6,5,4,2,3,0,0,0,0,0,0,0
4489,24,2,4,1,0,6,3,4,3,0,7,8,1,0,0,3,2,7,0,3,0,0,0,0,0,1,0
4490,32,3,2,3,1,3,1,4,5,2,2,0,4,2,8,6,5,4,1,6,0,0,0,0,0,0,0
4491,38,3,2,4,1,3,1,2,6,2,3,0,5,1,6,7,5,4,1,6,0,0,0,0,0,0,0
4493,12,2,5,7,0,6,4,5,1,1,7,4,1,3,7,5,5,4,0,1,0,0,0,0,0,1,0
4494,21,2,3,9,1,4,3,3,3,0,5,1,4,2,2,5,7,2,0,4,0,0,0,0,1,0,0
4495,18,4,2,9,0,7,0,4,5,0,6,0,2,3,2,5,9,0,0,6,0,0,0,0,1,0,0
4496,14,2,4,8,2,6,4,3,2,0,6,1,1,1,1,5,9,0,0,2,0,0,0,0,0,0,0
4497,38,4,3,4,0,5,0,4,5,2,4,0,4,0,5,9,7,2,0,6,0,0,0,0,0,1,0
4498,6,2,3,6,1,5,2,5,2,2,6,0,2,3,9,7,7,2,1,2,0,0,0,0,0,0,0
4499,34,3,2,4,0,4,2,2,6,1,6,0,3,3,8,6,9,0,0,4,0,0,0,0,0,0,0
4501,25,3,2,1,1,5,0,4,5,0,6,3,3,0,3,6,6,3,0,4,0,0,0,0,0,1,0
4502,28,1,5,2,1,4,8,1,1,0,6,0,2,0,1,6,5,4,4,6,0,0,0,0,0,1,0
4503,21,2,3,9,1,4,4,4,2,0,6,0,9,0,7,6,5,4,0,4,0,0,0,0,0,0,0
4504,15,2,3,8,3,5,0,6,3,3,2,0,7,0,5,7,7,2,1,1,0,0,0,0,0,1,0
4505,33,3,3,3,1,6,1,2,6,4,2,0,2,1,2,6,4,5,2,7,0,0,0,0,0,1,0
4506,27,4,2,2,1,4,2,4,4,5,0,4,0,0,4,6,5,4,0,6,0,0,0,0,0,0,0
4507,28,3,4,2,0,9,0,6,3,0,3,0,4,0,4,9,6,4,0,6,0,0,0,0,0,1,0
4508,17,3,3,9,0,6,2,3,5,1,6,1,4,2,2,7,7,2,0,3,0,6,0,0,0,0,0
4509,33,4,3,3,2,3,3,0,6,6,0,0,3,1,8,3,4,5,1,7,0,0,0,0,0,0,0
4510,17,3,3,9,0,6,2,3,4,1,7,2,2,1,1,7,7,2,0,3,0,0,0,0,0,1,0
4511,22,3,3,10,1,4,2,3,4,2,5,2,2,3,3,5,7,2,1,4,0,4,0,0,0,0,0
4512,34,2,3,4,0,4,2,3,4,1,5,0,2,3,8,6,8,1,0,4,0,0,0,0,0,0,0
4514,15,2,4,8,0,5,4,2,3,0,9,0,3,4,7,2,9,0,0,1,0,0,0,0,0,0,0
4515,14,2,4,8,1,4,2,7,1,2,5,0,2,2,7,7,5,4,1,2,0,0,0,0,0,1,0
4516,17,2,4,9,0,7,3,2,4,0,9,0,0,0,5,5,9,0,0,3,0,5,0,0,0,0,0
4517,17,3,2,9,0,4,0,3,6,0,5,0,2,5,0,9,9,0,0,3,0,0,0,0,0,1,0
4518,33,3,3,3,1,6,1,2,6,4,2,0,2,2,2,6,4,5,3,7,0,0,0,0,0,1,0
4519,33,3,3,3,1,4,2,3,5,2,3,1,3,2,4,6,4,5,1,7,0,0,0,0,0,1,0
4520,21,2,3,9,0,6,2,4,4,2,4,1,5,2,3,4,6,3,0,4,0,0,0,0,0,0,0
4521,19,3,3,9,1,4,1,4,4,2,4,2,2,3,3,7,5,4,2,5,0,0,0,0,0,0,0
4522,8,2,4,6,0,5,5,4,1,1,5,0,3,2,8,5,8,1,0,2,0,0,0,0,0,1,0
4523,22,2,3,10,0,5,4,3,3,2,4,0,5,1,8,4,8,1,0,4,0,0,0,0,0,1,0
4524,16,3,3,8,1,4,2,3,4,2,5,2,2,3,3,5,7,2,1,1,0,0,0,1,0,1,0
4526,33,3,3,3,2,6,0,3,6,5,2,0,5,0,0,7,2,7,4,7,0,0,0,0,0,1,0
4527,35,3,3,4,2,3,1,1,8,4,1,0,7,1,1,9,6,3,0,8,0,0,0,0,0,1,0
4528,35,4,2,4,0,6,4,4,2,2,4,0,0,5,3,5,5,4,3,7,0,0,0,0,0,0,0
4530,2,2,2,5,1,3,4,4,1,7,1,1,3,1,5,6,3,6,3,2,0,0,0,0,0,0,0
4531,22,3,3,10,1,7,1,3,6,1,5,2,2,3,1,5,5,4,1,4,0,0,0,0,1,0,0
4532,38,3,2,4,1,2,1,4,5,4,1,0,5,2,7,7,5,4,1,6,0,0,0,0,0,1,0
4533,17,3,3,9,1,5,2,3,5,2,4,2,2,2,3,6,5,4,2,3,0,0,0,0,0,0,0
4534,31,3,3,3,1,4,2,2,6,3,3,2,3,0,0,7,4,5,2,8,0,3,0,0,0,1,0
4536,14,2,5,8,0,7,4,4,2,0,7,0,5,0,5,5,5,4,0,2,0,0,0,0,0,1,1
4537,38,2,2,4,2,2,3,4,3,6,2,0,2,2,7,7,3,6,0,6,0,0,0,0,0,1,1
4538,17,3,3,9,1,6,1,4,4,2,5,0,3,2,4,6,7,2,0,3,0,0,0,0,0,0,0
4539,16,3,3,8,0,6,0,5,4,2,4,0,3,3,2,7,2,7,0,1,0,4,0,0,0,1,0
4540,21,1,4,9,1,4,9,0,0,0,9,0,9,0,9,6,5,4,0,4,0,0,0,0,0,0,0
4541,20,3,4,9,4,3,3,4,3,0,2,2,4,0,2,6,3,6,0,3,0,0,0,0,0,0,0
4542,22,3,3,10,1,6,0,3,6,0,9,0,3,6,0,7,7,2,0,4,0,0,0,0,0,1,0
4543,17,3,3,9,0,6,2,3,5,1,6,1,4,2,2,7,7,2,0,3,0,0,0,0,0,0,0
4544,17,4,2,9,0,5,0,1,8,0,8,0,1,5,9,7,9,0,0,3,0,0,0,0,0,0,0
4545,17,3,2,9,0,3,2,2,6,0,5,0,3,4,5,5,7,2,0,3,0,0,0,0,0,1,0
4546,19,3,3,9,0,5,1,4,4,0,7,3,2,2,4,6,7,2,2,5,0,0,0,0,1,0,0
4547,8,2,2,6,3,4,4,3,2,1,5,0,3,1,8,7,6,3,1,2,0,0,0,0,0,0,0
4548,15,2,2,8,1,3,3,2,5,1,7,0,3,4,8,7,8,1,1,1,0,0,0,0,0,0,0
4549,8,2,3,6,1,5,4,2,3,1,5,1,2,3,5,5,8,1,0,2,0,0,0,0,0,0,0
4550,23,2,3,10,3,5,0,5,4,2,4,0,6,0,6,7,7,2,1,5,0,0,0,0,0,1,0
4551,37,3,2,4,4,1,0,4,5,5,2,0,3,1,0,6,2,7,3,7,0,0,0,0,0,1,0
4552,16,3,3,8,0,2,0,4,5,0,9,0,0,0,5,4,9,0,0,1,0,0,0,0,0,1,0
4553,17,3,3,9,0,4,2,1,6,0,7,0,3,6,4,5,8,1,0,3,0,0,0,0,0,0,0
4554,38,3,3,4,3,3,2,4,4,2,3,0,4,2,4,7,5,4,1,7,0,0,0,0,0,0,0
4555,17,3,3,9,1,5,2,3,5,2,4,2,2,2,3,6,5,4,2,3,0,0,0,0,0,1,0
4556,26,3,2,2,2,5,1,3,5,4,0,0,0,0,0,7,2,7,0,8,0,0,0,0,0,2,0
4557,23,3,3,10,0,5,3,2,5,1,6,1,2,3,5,5,7,2,1,5,0,0,0,0,0,1,0
4558,17,3,3,9,1,5,2,3,5,2,4,2,2,2,3,6,5,4,2,3,0,0,0,0,0,0,0
4559,38,3,3,4,0,6,3,2,5,5,1,0,0,1,0,9,4,5,0,6,0,0,0,0,0,1,0
4560,17,3,3,9,1,4,1,4,4,1,6,1,1,4,2,4,7,2,0,3,0,0,0,0,0,0,0
4561,26,3,4,2,0,4,1,6,3,4,2,0,3,1,1,8,7,2,0,8,0,0,0,0,0,0,0
4562,34,3,3,4,0,5,0,2,7,2,3,0,4,2,8,9,5,4,2,4,0,0,0,0,0,1,0
4563,18,2,4,9,0,3,3,5,3,0,6,5,1,3,5,4,7,2,2,6,0,0,0,0,0,0,0
